id,locationID,victimID,month,day,year,classification,armed,lawenforcementagency
743,735,740,September,5,2016,Gunshot,Firearm,"Austin Police Department"
744,736,741,September,5,2016,Gunshot,Vehicle,"Ennis Police Department"
745,737,742,September,6,2016,Gunshot,Unknown,"Phoenix Police Department"
746,738,743,September,6,2016,Gunshot,Unknown,"Douglas County Sheriff's Office"
747,739,744,September,6,2016,Gunshot,Firearm,Unknown
748,740,745,September,6,2016,Gunshot,Firearm,"Washington County Sheriff's Office"
749,741,746,September,6,2016,Gunshot,Knife,"Phoenix Police Department"
750,742,747,September,7,2016,Gunshot,Firearm,"Titusville Police Department"
751,743,748,September,7,2016,Gunshot,Unknown,"Albany Police Department"
752,744,749,August,31,2016,Gunshot,Vehicle,"Aurora Police Department"
753,745,750,September,7,2016,Gunshot,Firearm,"Wyoming Police Department"
754,746,751,September,7,2016,Gunshot,Firearm,"Polk County Sheriff's Office, Lake Wales Police Department, Haines City Police Department, Winter Haven Police Department"
755,747,752,September,8,2016,Gunshot,Firearm,"Merced County Sheriff's Office"
756,748,753,September,8,2016,Gunshot,Firearm,"Shelby County Sheriff's Office"
757,749,754,September,9,2016,Gunshot,Unknown,"Auburn Police Department"
758,750,755,September,9,2016,Gunshot,Disputed,"Broward County Sheriff's Office"
759,751,756,September,10,2016,Gunshot,"Non-lethal firearm","Mercer County Sheriff's Office"
760,752,757,September,11,2016,Gunshot,No,"Washington Metropolitan Police Department"
761,753,758,September,12,2016,Gunshot,Unknown,"Cedar Rapids Police Department"
762,754,759,September,12,2016,Gunshot,Firearm,"Santa Clara County Sheriff's Office"
763,755,760,September,12,2016,Gunshot,Unknown,"Colton Police Department"
764,756,761,September,14,2016,Gunshot,"Non-lethal firearm","Columbus Division of Police"
765,757,762,September,15,2016,Gunshot,Firearm,"Austin Police Department"
766,758,763,September,15,2016,Gunshot,Firearm,"Phoenix Police Department"
767,759,764,April,24,2016,"Death in custody",No,"Milwaukee County Sheriff's Office"
768,760,765,May,11,2016,"Death in custody",No,"Franklin County Sheriff's Office"
769,761,766,April,21,2016,Gunshot,No,"Silver City Police Department"
770,762,767,September,7,2016,Taser,No,"Pinellas County Sheriff's Office"
771,763,768,September,13,2016,"Death in custody",No,"Los Angeles County Sheriff's Department"
772,764,769,March,23,2016,Gunshot,No,"Escambia County Sheriff's Office"
773,765,770,September,15,2016,Gunshot,Unknown,"Hernando County Sheriff's Office"
774,766,771,September,16,2016,Gunshot,Firearm,"Missouri State Highway Patrol, Taney County Sheriff's Office"
775,767,772,September,16,2016,Gunshot,No,"Franklin County Sheriff’s Department"
776,768,773,September,16,2016,Gunshot,Firearm,"Philadelphia Police Department"
777,769,774,September,16,2016,Gunshot,No,"Tulsa Police Department"
778,770,775,September,17,2016,Gunshot,"Non-lethal firearm","Huntsville Police Department"
779,771,776,September,17,2016,Gunshot,Firearm,"Rutherfordton Police Department, Rutherford County Sheriff's Department"
780,772,777,September,16,2016,Gunshot,Knife,"Owensboro Police Department"
781,773,778,September,17,2016,Gunshot,Other,"Beaumont Police Department"
782,774,779,September,17,2016,Gunshot,Knife,"Avon Police Department"
783,775,780,September,10,2016,Gunshot,Firearm,"Boulder County Sheriff's Office"
784,776,781,September,18,2016,Gunshot,Firearm,"Akron Police Department"
785,777,782,September,19,2016,Gunshot,Unknown,"Cache County Sheriff's Office"
786,778,783,September,19,2016,Gunshot,Firearm,"Harris County Precinct 4 Constable's Office"
787,779,784,September,20,2016,Gunshot,Firearm,"St Lucie County Sheriff's Office"
788,780,785,September,20,2016,Gunshot,Unknown,"Decatur County Sheriff's Office"
789,781,786,September,20,2016,Gunshot,Firearm,"Mashantucket Pequot Tribal Police Department"
790,782,787,September,20,2016,Gunshot,Disputed,"Charlotte-Mecklenburg Police Department"
791,783,788,September,20,2016,Gunshot,Firearm,"Metropolitan Nashville Police Department"
792,784,789,September,20,2016,Gunshot,Unknown,"Westminster Police Department"
793,785,790,September,21,2016,Gunshot,Unknown,"Cass County Sheriff's Office"
794,786,791,September,23,2016,Gunshot,No,"Sacramento County Sheriff's Department"
795,787,792,September,23,2016,Gunshot,Unknown,"Baltimore County Police Department"
796,788,793,September,23,2016,Gunshot,Firearm,"San Antonio Police Department"
797,789,794,September,25,2016,Gunshot,Unknown,"Claremont Police Department"
798,790,795,September,26,2016,Gunshot,Firearm,"Pulaski County Sheriff’s Office"
799,791,796,September,26,2016,Gunshot,Firearm,"Garden City Police Department, Boise Police Department"
800,792,797,September,26,2016,Gunshot,Firearm,"Houston Police Department"
801,793,798,September,26,2016,Gunshot,Firearm,"Burnsville Police Department"
802,794,799,September,17,2016,"Death in custody",No,"Baltimore County Police Department"
803,795,800,September,27,2016,Gunshot,No,"El Cajon Police Department"
804,796,801,September,20,2016,Gunshot,Firearm,"Wood County Sheriff's Office"
805,797,802,September,28,2016,Gunshot,Unknown,"Philadelphia Police Department"
806,798,803,September,28,2016,Gunshot,Knife,"Valdosta Police Department"
807,799,804,September,29,2016,Gunshot,Firearm,"Kingman Police Department"
808,800,805,September,30,2016,Gunshot,Firearm,"Columbus Division of Police"
809,801,806,September,30,2016,Gunshot,Unknown,"Newark Police Department"
810,801,807,September,30,2016,Gunshot,Unknown,"Newark Police Department"
811,802,808,September,30,2016,Gunshot,Firearm,"Michigan State Police"
812,803,809,September,30,2016,Gunshot,Firearm,"Greenville County Sheriff's Office"
813,804,810,September,30,2016,Gunshot,Unknown,"Trinity County Sheriff's Office"
814,805,811,October,1,2016,Gunshot,Firearm,"Putnam County Sheriff's Department"
815,806,812,October,1,2016,Gunshot,Firearm,"Los Angeles Police Department"
816,807,813,October,2,2016,Gunshot,Unknown,"Markham Police Department"
817,809,814,October,3,2016,Gunshot,Firearm,"Lynn Police Department"
818,810,815,October,3,2016,Gunshot,Firearm,Unknown
819,811,816,October,4,2016,Gunshot,Firearm,"Statesboro Police Department"
820,812,817,October,4,2016,Gunshot,Other,"Hillsborough County Sheriff's Office"
821,813,818,October,4,2016,Gunshot,Firearm,"Springdale Police Department"
